num_neg,acc_AE,f1_AE,acc_GAE1,f1_GAE1,acc_GAE2,f1_GAE2,acc_GAE3,f1_GAE3,acc_GAE4,f1_GAE4
204,0.8137,0.8973,0.7843,0.8791,0.8382,0.912,0.8382,0.912,0.7843,0.8791
205,0.8146,0.8978,0.7854,0.8798,0.8341,0.9096,0.8341,0.9096,0.7854,0.8798
206,0.8155,0.8984,0.7864,0.8804,0.835,0.9101,0.835,0.9101,0.7864,0.8804
207,0.8164,0.8989,0.7874,0.8811,0.8357,0.9105,0.8357,0.9105,0.7874,0.8811
208,0.8173,0.8995,0.7885,0.8817,0.8365,0.911,0.8365,0.911,0.7837,0.8787
209,0.8134,0.8971,0.7895,0.8824,0.8373,0.9115,0.8373,0.9115,0.7847,0.8794
210,0.8095,0.8947,0.7905,0.883,0.8381,0.9119,0.8381,0.9119,0.7857,0.88
211,0.8104,0.8953,0.7915,0.8836,0.8341,0.9096,0.8341,0.9096,0.782,0.8777
212,0.8113,0.8958,0.7925,0.8842,0.8349,0.91,0.8349,0.91,0.783,0.8783
213,0.8122,0.8964,0.7934,0.8848,0.8357,0.9105,0.8357,0.9105,0.784,0.8789
214,0.8084,0.8941,0.7944,0.8854,0.8364,0.9109,0.8364,0.9109,0.7804,0.8766
215,0.8093,0.8946,0.7953,0.886,0.8372,0.9114,0.8372,0.9114,0.7814,0.8773
216,0.8102,0.8951,0.7917,0.8837,0.838,0.9118,0.838,0.9118,0.7778,0.875
217,0.8065,0.8929,0.788,0.8814,0.8387,0.9123,0.8387,0.9123,0.7742,0.8727
218,0.8028,0.8906,0.789,0.8821,0.8394,0.9127,0.8394,0.9127,0.7752,0.8734
219,0.8037,0.8911,0.79,0.8827,0.8402,0.9132,0.8402,0.9132,0.7763,0.874
220,0.8045,0.8917,0.7909,0.8832,0.8409,0.9136,0.8409,0.9136,0.7773,0.8747
221,0.8009,0.8894,0.7919,0.8838,0.8416,0.914,0.8416,0.914,0.7783,0.8753
222,0.7973,0.8872,0.7928,0.8844,0.8423,0.9144,0.8423,0.9144,0.7793,0.8759
223,0.7982,0.8878,0.7937,0.885,0.843,0.9148,0.843,0.9148,0.7758,0.8737
224,0.7991,0.8883,0.7902,0.8828,0.8438,0.9153,0.8438,0.9153,0.7768,0.8744
225,0.8,0.8889,0.7911,0.8834,0.84,0.913,0.84,0.913,0.7778,0.875
226,0.7965,0.8867,0.792,0.884,0.8407,0.9135,0.8407,0.9135,0.7788,0.8756
227,0.7974,0.8873,0.7885,0.8818,0.837,0.9113,0.837,0.9113,0.7797,0.8762
228,0.7939,0.8851,0.7851,0.8796,0.8377,0.9117,0.8377,0.9117,0.7807,0.8768
229,0.7948,0.8856,0.786,0.8802,0.8384,0.9121,0.8384,0.9121,0.7773,0.8747
230,0.7957,0.8862,0.7826,0.878,0.8391,0.9125,0.8391,0.9125,0.7739,0.8725
231,0.7965,0.8867,0.7835,0.8786,0.8398,0.9129,0.8398,0.9129,0.7749,0.8732
232,0.7974,0.8873,0.7845,0.8792,0.8405,0.9133,0.8405,0.9133,0.7759,0.8738
233,0.7983,0.8878,0.7811,0.8771,0.8412,0.9138,0.8412,0.9138,0.7768,0.8744
234,0.7949,0.8857,0.7778,0.875,0.8419,0.9142,0.8419,0.9142,0.7778,0.875
235,0.7957,0.8863,0.7745,0.8729,0.8426,0.9145,0.8426,0.9145,0.7787,0.8756
236,0.7966,0.8868,0.7754,0.8735,0.8432,0.9149,0.8432,0.9149,0.7797,0.8762
237,0.7932,0.8847,0.7722,0.8714,0.8439,0.9153,0.8439,0.9153,0.7806,0.8768
238,0.7899,0.8826,0.7689,0.8694,0.8445,0.9157,0.8445,0.9157,0.7815,0.8774
239,0.7908,0.8832,0.7657,0.8673,0.8452,0.9161,0.8452,0.9161,0.7782,0.8753
240,0.7875,0.8811,0.7667,0.8679,0.8458,0.9165,0.8458,0.9165,0.7792,0.8759
241,0.7884,0.8817,0.7635,0.8659,0.8465,0.9169,0.8465,0.9169,0.7759,0.8738
242,0.7893,0.8822,0.7645,0.8665,0.843,0.9148,0.843,0.9148,0.7727,0.8718
243,0.7901,0.8828,0.7654,0.8671,0.8436,0.9152,0.8436,0.9152,0.7695,0.8698
244,0.7869,0.8807,0.7664,0.8677,0.8443,0.9156,0.8443,0.9156,0.7705,0.8704
245,0.7878,0.8813,0.7673,0.8684,0.8449,0.9159,0.8449,0.9159,0.7714,0.871
246,0.7886,0.8818,0.7683,0.869,0.8455,0.9163,0.8455,0.9163,0.7683,0.869
247,0.7895,0.8824,0.7692,0.8696,0.8462,0.9167,0.8462,0.9167,0.7692,0.8696
248,0.7903,0.8829,0.7661,0.8676,0.8468,0.917,0.8468,0.917,0.7702,0.8702
249,0.7912,0.8834,0.7671,0.8682,0.8474,0.9174,0.8474,0.9174,0.7711,0.8707
