num_neg,acc_AE,f1_AE,acc_GAE1,f1_GAE1,acc_GAE2,f1_GAE2,acc_GAE3,f1_GAE3,acc_GAE4,f1_GAE4
29,0.8966,0.9455,0.8966,0.9455,0.7931,0.8846,0.7931,0.8846,0.8966,0.9455
30,0.8667,0.9286,0.9,0.9474,0.8,0.8889,0.8,0.8889,0.9,0.9474
31,0.871,0.931,0.9032,0.9492,0.8065,0.8929,0.8065,0.8929,0.9032,0.9492
32,0.8438,0.9153,0.875,0.9333,0.8125,0.8966,0.8125,0.8966,0.9062,0.9508
33,0.8485,0.918,0.8788,0.9355,0.8182,0.9,0.8182,0.9,0.8788,0.9355
34,0.8529,0.9206,0.8529,0.9206,0.7941,0.8852,0.7941,0.8852,0.8824,0.9375
35,0.8286,0.9062,0.8571,0.9231,0.8,0.8889,0.8,0.8889,0.8857,0.9394
36,0.8333,0.9091,0.8333,0.9091,0.8056,0.8923,0.8056,0.8923,0.8611,0.9254
37,0.8378,0.9118,0.8378,0.9118,0.8108,0.8955,0.8108,0.8955,0.8378,0.9118
38,0.8421,0.9143,0.8158,0.8986,0.7895,0.8824,0.7895,0.8824,0.8421,0.9143
39,0.8205,0.9014,0.8205,0.9014,0.7949,0.8857,0.7949,0.8857,0.8462,0.9167
40,0.825,0.9041,0.825,0.9041,0.8,0.8889,0.8,0.8889,0.85,0.9189
41,0.8293,0.9067,0.8293,0.9067,0.8049,0.8919,0.8049,0.8919,0.8537,0.9211
42,0.8333,0.9091,0.8333,0.9091,0.8095,0.8947,0.8095,0.8947,0.8571,0.9231
43,0.8372,0.9114,0.8372,0.9114,0.814,0.8974,0.814,0.8974,0.8605,0.925
44,0.8409,0.9136,0.8409,0.9136,0.8182,0.9,0.8182,0.9,0.8409,0.9136
45,0.8444,0.9157,0.8444,0.9157,0.8222,0.9024,0.8222,0.9024,0.8444,0.9157
46,0.8478,0.9176,0.8478,0.9176,0.8261,0.9048,0.8261,0.9048,0.8478,0.9176
47,0.8511,0.9195,0.8511,0.9195,0.8298,0.907,0.8298,0.907,0.8511,0.9195
48,0.8542,0.9213,0.8542,0.9213,0.8333,0.9091,0.8333,0.9091,0.8542,0.9213
49,0.8571,0.9231,0.8571,0.9231,0.8163,0.8989,0.8163,0.8989,0.8571,0.9231
50,0.86,0.9247,0.86,0.9247,0.8,0.8889,0.8,0.8889,0.86,0.9247
51,0.8431,0.9149,0.8627,0.9263,0.8039,0.8913,0.8039,0.8913,0.8627,0.9263
52,0.8462,0.9167,0.8654,0.9278,0.8077,0.8936,0.8077,0.8936,0.8654,0.9278
53,0.8491,0.9184,0.8679,0.9293,0.7925,0.8842,0.7925,0.8842,0.8679,0.9293
54,0.8519,0.92,0.8704,0.9307,0.7963,0.8866,0.7963,0.8866,0.8704,0.9307
55,0.8545,0.9216,0.8727,0.932,0.8,0.8889,0.8,0.8889,0.8727,0.932
56,0.8571,0.9231,0.875,0.9333,0.8036,0.8911,0.8036,0.8911,0.875,0.9333
57,0.8596,0.9245,0.8772,0.9346,0.807,0.8932,0.807,0.8932,0.8772,0.9346
58,0.8621,0.9259,0.8793,0.9358,0.8103,0.8952,0.8103,0.8952,0.8793,0.9358
59,0.8644,0.9273,0.8814,0.9369,0.8136,0.8972,0.8136,0.8972,0.8814,0.9369
60,0.8667,0.9286,0.8833,0.9381,0.8167,0.8991,0.8167,0.8991,0.8833,0.9381
61,0.8689,0.9298,0.8852,0.9391,0.8197,0.9009,0.8197,0.9009,0.8852,0.9391
62,0.871,0.931,0.8871,0.9402,0.8226,0.9027,0.8226,0.9027,0.8871,0.9402
63,0.873,0.9322,0.873,0.9322,0.8254,0.9043,0.8254,0.9043,0.8889,0.9412
64,0.875,0.9333,0.875,0.9333,0.8281,0.906,0.8281,0.906,0.875,0.9333
65,0.8769,0.9344,0.8769,0.9344,0.8308,0.9076,0.8308,0.9076,0.8615,0.9256
66,0.8788,0.9355,0.8788,0.9355,0.8182,0.9,0.8182,0.9,0.8636,0.9268
67,0.8806,0.9365,0.8806,0.9365,0.806,0.8926,0.806,0.8926,0.8657,0.928
68,0.8824,0.9375,0.8824,0.9375,0.8088,0.8943,0.8088,0.8943,0.8676,0.9291
69,0.8841,0.9385,0.8841,0.9385,0.8116,0.896,0.8116,0.896,0.8696,0.9302
70,0.8857,0.9394,0.8857,0.9394,0.8143,0.8976,0.8143,0.8976,0.8714,0.9313
71,0.8873,0.9403,0.8873,0.9403,0.8169,0.8992,0.8169,0.8992,0.8732,0.9323
72,0.8889,0.9412,0.8889,0.9412,0.8194,0.9008,0.8194,0.9008,0.875,0.9333
73,0.8904,0.942,0.8904,0.942,0.8219,0.9023,0.8219,0.9023,0.8767,0.9343
74,0.8919,0.9429,0.8919,0.9429,0.8243,0.9037,0.8243,0.9037,0.8784,0.9353
75,0.88,0.9362,0.8933,0.9437,0.8267,0.9051,0.8267,0.9051,0.88,0.9362
76,0.8816,0.9371,0.8947,0.9444,0.8289,0.9065,0.8289,0.9065,0.8816,0.9371
77,0.8831,0.9379,0.8961,0.9452,0.8312,0.9078,0.8312,0.9078,0.8831,0.9379
78,0.8846,0.9388,0.8974,0.9459,0.8333,0.9091,0.8333,0.9091,0.8718,0.9315
79,0.8861,0.9396,0.8987,0.9467,0.8354,0.9103,0.8354,0.9103,0.8734,0.9324
80,0.8875,0.9404,0.8875,0.9404,0.8375,0.9116,0.8375,0.9116,0.875,0.9333
81,0.8889,0.9412,0.8765,0.9342,0.8395,0.9128,0.8395,0.9128,0.8765,0.9342
82,0.878,0.9351,0.878,0.9351,0.8293,0.9067,0.8293,0.9067,0.878,0.9351
83,0.8795,0.9359,0.8795,0.9359,0.8313,0.9079,0.8313,0.9079,0.8795,0.9359
84,0.881,0.9367,0.881,0.9367,0.8333,0.9091,0.8333,0.9091,0.881,0.9367
85,0.8824,0.9375,0.8824,0.9375,0.8353,0.9103,0.8353,0.9103,0.8706,0.9308
86,0.8837,0.9383,0.8721,0.9317,0.8372,0.9114,0.8372,0.9114,0.8721,0.9317
87,0.8851,0.939,0.8736,0.9325,0.8391,0.9125,0.8391,0.9125,0.8736,0.9325
88,0.8864,0.9398,0.875,0.9333,0.8409,0.9136,0.8409,0.9136,0.875,0.9333
89,0.8876,0.9405,0.8652,0.9277,0.8315,0.908,0.8315,0.908,0.8764,0.9341
90,0.8889,0.9412,0.8667,0.9286,0.8333,0.9091,0.8333,0.9091,0.8778,0.9349
91,0.8901,0.9419,0.8681,0.9294,0.8352,0.9102,0.8352,0.9102,0.8681,0.9294
92,0.8913,0.9425,0.8587,0.924,0.837,0.9112,0.837,0.9112,0.8587,0.924
93,0.8817,0.9371,0.8602,0.9249,0.8387,0.9123,0.8387,0.9123,0.8602,0.9249
94,0.883,0.9379,0.8617,0.9257,0.8404,0.9133,0.8404,0.9133,0.8617,0.9257
95,0.8842,0.9385,0.8632,0.9266,0.8316,0.908,0.8316,0.908,0.8632,0.9266
96,0.875,0.9333,0.8646,0.9274,0.8333,0.9091,0.8333,0.9091,0.8542,0.9213
97,0.866,0.9282,0.866,0.9282,0.8351,0.9101,0.8351,0.9101,0.8557,0.9222
98,0.8571,0.9231,0.8673,0.929,0.8367,0.9111,0.8367,0.9111,0.8469,0.9171
99,0.8586,0.9239,0.8586,0.9239,0.8384,0.9121,0.8384,0.9121,0.8485,0.918
100,0.85,0.9189,0.86,0.9247,0.83,0.9071,0.83,0.9071,0.85,0.9189
101,0.8515,0.9198,0.8614,0.9255,0.8218,0.9022,0.8218,0.9022,0.8515,0.9198
102,0.8431,0.9149,0.8627,0.9263,0.8235,0.9032,0.8235,0.9032,0.8431,0.9149
103,0.8447,0.9158,0.8544,0.9215,0.8252,0.9043,0.8252,0.9043,0.8447,0.9158
104,0.8462,0.9167,0.8558,0.9223,0.8269,0.9053,0.8269,0.9053,0.8462,0.9167
105,0.8381,0.9119,0.8571,0.9231,0.8286,0.9062,0.8286,0.9062,0.8476,0.9175
106,0.8396,0.9128,0.8585,0.9239,0.8302,0.9072,0.8302,0.9072,0.8396,0.9128
107,0.8411,0.9137,0.8598,0.9246,0.8318,0.9082,0.8318,0.9082,0.8411,0.9137
108,0.8426,0.9146,0.8519,0.92,0.8333,0.9091,0.8333,0.9091,0.8333,0.9091
109,0.844,0.9154,0.8532,0.9208,0.8349,0.91,0.8349,0.91,0.8257,0.9045
110,0.8455,0.9163,0.8545,0.9216,0.8364,0.9109,0.8364,0.9109,0.8273,0.9055
111,0.8468,0.9171,0.8559,0.9223,0.8378,0.9118,0.8378,0.9118,0.8288,0.9064
112,0.8482,0.9179,0.8571,0.9231,0.8393,0.9126,0.8393,0.9126,0.8214,0.902
113,0.8496,0.9187,0.8584,0.9238,0.8407,0.9135,0.8407,0.9135,0.823,0.9029
114,0.8509,0.9194,0.8596,0.9245,0.8421,0.9143,0.8421,0.9143,0.8246,0.9038
115,0.8435,0.9151,0.8609,0.9252,0.8435,0.9151,0.8435,0.9151,0.8261,0.9048
116,0.8448,0.9159,0.8621,0.9259,0.8448,0.9159,0.8448,0.9159,0.8276,0.9057
117,0.8376,0.9116,0.8547,0.9217,0.8462,0.9167,0.8462,0.9167,0.8291,0.9065
118,0.839,0.9124,0.8559,0.9224,0.839,0.9124,0.839,0.9124,0.8305,0.9074
119,0.8403,0.9132,0.8571,0.9231,0.8403,0.9132,0.8403,0.9132,0.8235,0.9032
120,0.8417,0.914,0.8583,0.9238,0.8417,0.914,0.8417,0.914,0.825,0.9041
121,0.8347,0.9099,0.8512,0.9196,0.843,0.9148,0.843,0.9148,0.8264,0.905
122,0.8279,0.9058,0.8525,0.9204,0.8443,0.9156,0.8443,0.9156,0.8279,0.9058
123,0.8211,0.9018,0.8537,0.9211,0.8455,0.9163,0.8455,0.9163,0.8293,0.9067
124,0.8226,0.9027,0.8468,0.917,0.8468,0.917,0.8468,0.917,0.8306,0.9075
125,0.824,0.9035,0.848,0.9177,0.848,0.9177,0.848,0.9177,0.832,0.9083
126,0.8254,0.9043,0.8492,0.9185,0.8492,0.9185,0.8492,0.9185,0.8254,0.9043
127,0.8268,0.9052,0.8425,0.9145,0.8504,0.9191,0.8504,0.9191,0.8268,0.9052
128,0.8203,0.9013,0.8438,0.9153,0.8516,0.9198,0.8516,0.9198,0.8281,0.906
129,0.8217,0.9021,0.845,0.916,0.8527,0.9205,0.8527,0.9205,0.8295,0.9068
130,0.8154,0.8983,0.8462,0.9167,0.8538,0.9212,0.8538,0.9212,0.8308,0.9076
131,0.8168,0.8992,0.8473,0.9174,0.855,0.9218,0.855,0.9218,0.8321,0.9083
132,0.8182,0.9,0.8409,0.9136,0.8561,0.9224,0.8561,0.9224,0.8333,0.9091
133,0.812,0.8963,0.8421,0.9143,0.8571,0.9231,0.8571,0.9231,0.8346,0.9098
134,0.8134,0.8971,0.8433,0.915,0.8582,0.9237,0.8582,0.9237,0.8284,0.9061
135,0.8148,0.898,0.8444,0.9157,0.8593,0.9243,0.8593,0.9243,0.8296,0.9069
136,0.8162,0.8988,0.8456,0.9163,0.8603,0.9249,0.8603,0.9249,0.8309,0.9076
137,0.8175,0.8996,0.8467,0.917,0.8613,0.9255,0.8613,0.9255,0.8248,0.904
138,0.8116,0.896,0.8478,0.9176,0.8551,0.9219,0.8551,0.9219,0.8188,0.9004
139,0.8129,0.8968,0.8417,0.9141,0.8561,0.9225,0.8561,0.9225,0.8129,0.8968
140,0.8143,0.8976,0.8429,0.9147,0.8571,0.9231,0.8571,0.9231,0.8143,0.8976
141,0.8156,0.8984,0.8369,0.9112,0.8582,0.9237,0.8582,0.9237,0.8156,0.8984
142,0.8169,0.8992,0.831,0.9077,0.8592,0.9242,0.8592,0.9242,0.8169,0.8992
143,0.8182,0.9,0.8252,0.9042,0.8601,0.9248,0.8601,0.9248,0.8112,0.8958
144,0.8125,0.8966,0.8194,0.9008,0.8542,0.9213,0.8542,0.9213,0.8125,0.8966
145,0.8138,0.8973,0.8138,0.8973,0.8552,0.9219,0.8552,0.9219,0.8138,0.8973
146,0.8151,0.8981,0.8151,0.8981,0.8562,0.9225,0.8562,0.9225,0.8151,0.8981
147,0.8163,0.8989,0.8163,0.8989,0.8571,0.9231,0.8571,0.9231,0.8095,0.8947
148,0.8108,0.8955,0.8176,0.8996,0.8514,0.9197,0.8514,0.9197,0.8108,0.8955
149,0.8121,0.8963,0.8188,0.9004,0.8523,0.9203,0.8523,0.9203,0.8121,0.8963
150,0.8133,0.8971,0.82,0.9011,0.8533,0.9209,0.8533,0.9209,0.8133,0.8971
151,0.8146,0.8978,0.8212,0.9018,0.8543,0.9214,0.8543,0.9214,0.8146,0.8978
152,0.8158,0.8986,0.8158,0.8986,0.8553,0.922,0.8553,0.922,0.8092,0.8945
153,0.817,0.8993,0.817,0.8993,0.8562,0.9225,0.8562,0.9225,0.8105,0.8953
154,0.8117,0.8961,0.8117,0.8961,0.8571,0.9231,0.8571,0.9231,0.8052,0.8921
155,0.8129,0.8968,0.8129,0.8968,0.8581,0.9236,0.8581,0.9236,0.8,0.8889
156,0.8141,0.8975,0.8077,0.8936,0.859,0.9241,0.859,0.9241,0.7949,0.8857
157,0.8153,0.8982,0.8089,0.8944,0.8599,0.9247,0.8599,0.9247,0.7962,0.8865
158,0.8165,0.899,0.8101,0.8951,0.8608,0.9252,0.8608,0.9252,0.7975,0.8873
159,0.8176,0.8997,0.8113,0.8958,0.8616,0.9257,0.8616,0.9257,0.7987,0.8881
160,0.8188,0.9003,0.8125,0.8966,0.8625,0.9262,0.8625,0.9262,0.8,0.8889
161,0.8199,0.901,0.8137,0.8973,0.8634,0.9267,0.8634,0.9267,0.8012,0.8897
162,0.821,0.9017,0.8086,0.8942,0.8642,0.9272,0.8642,0.9272,0.8025,0.8904
163,0.816,0.8986,0.8098,0.8949,0.8589,0.9241,0.8589,0.9241,0.8037,0.8912
164,0.8171,0.8993,0.8049,0.8919,0.8598,0.9246,0.8598,0.9246,0.7988,0.8881
165,0.8121,0.8963,0.8,0.8889,0.8606,0.9251,0.8606,0.9251,0.7939,0.8851
166,0.8072,0.8933,0.7952,0.8859,0.8614,0.9256,0.8614,0.9256,0.7952,0.8859
167,0.8084,0.894,0.7964,0.8867,0.8563,0.9226,0.8563,0.9226,0.7964,0.8867
168,0.8095,0.8947,0.7976,0.8874,0.8571,0.9231,0.8571,0.9231,0.7976,0.8874
169,0.8107,0.8954,0.7988,0.8882,0.8521,0.9201,0.8521,0.9201,0.7988,0.8882
170,0.8118,0.8961,0.7941,0.8852,0.8529,0.9206,0.8529,0.9206,0.8,0.8889
171,0.8129,0.8968,0.7953,0.886,0.8538,0.9211,0.8538,0.9211,0.8012,0.8896
172,0.8081,0.8939,0.7965,0.8867,0.8488,0.9182,0.8488,0.9182,0.7965,0.8867
173,0.8035,0.891,0.7977,0.8875,0.8497,0.9188,0.8497,0.9188,0.7919,0.8839
174,0.8046,0.8917,0.7931,0.8846,0.8506,0.9193,0.8506,0.9193,0.7931,0.8846
175,0.8057,0.8924,0.7886,0.8818,0.8514,0.9198,0.8514,0.9198,0.7943,0.8854
176,0.8068,0.8931,0.7898,0.8825,0.8523,0.9202,0.8523,0.9202,0.7955,0.8861
177,0.8023,0.8903,0.791,0.8833,0.8531,0.9207,0.8531,0.9207,0.7966,0.8868
178,0.7978,0.8875,0.7921,0.884,0.8539,0.9212,0.8539,0.9212,0.7921,0.884
179,0.7989,0.8882,0.7933,0.8847,0.8492,0.9184,0.8492,0.9184,0.7933,0.8847
180,0.8,0.8889,0.7944,0.8854,0.85,0.9189,0.85,0.9189,0.7944,0.8854
181,0.7956,0.8862,0.7956,0.8862,0.8508,0.9194,0.8508,0.9194,0.7956,0.8862
182,0.7912,0.8834,0.7967,0.8869,0.8462,0.9167,0.8462,0.9167,0.7912,0.8834
183,0.7923,0.8841,0.7923,0.8841,0.847,0.9172,0.847,0.9172,0.7923,0.8841
184,0.7935,0.8848,0.7935,0.8848,0.8478,0.9176,0.8478,0.9176,0.7935,0.8848
185,0.7892,0.8822,0.7946,0.8855,0.8432,0.915,0.8432,0.915,0.7892,0.8822
186,0.7903,0.8829,0.7957,0.8862,0.8441,0.9155,0.8441,0.9155,0.7903,0.8829
187,0.7914,0.8836,0.7968,0.8869,0.8449,0.9159,0.8449,0.9159,0.7861,0.8802
188,0.7926,0.8843,0.7979,0.8876,0.8404,0.9133,0.8404,0.9133,0.7872,0.881
189,0.7937,0.885,0.7989,0.8882,0.8413,0.9138,0.8413,0.9138,0.7884,0.8817
190,0.7947,0.8856,0.7947,0.8856,0.8421,0.9143,0.8421,0.9143,0.7895,0.8824
191,0.7958,0.8863,0.7958,0.8863,0.8429,0.9148,0.8429,0.9148,0.7906,0.883
192,0.7969,0.887,0.7917,0.8837,0.8438,0.9153,0.8438,0.9153,0.7917,0.8837
193,0.7979,0.8876,0.7927,0.8844,0.8446,0.9157,0.8446,0.9157,0.7927,0.8844
194,0.7938,0.8851,0.7938,0.8851,0.8454,0.9162,0.8454,0.9162,0.7938,0.8851
195,0.7949,0.8857,0.7949,0.8857,0.841,0.9136,0.841,0.9136,0.7897,0.8825
196,0.7908,0.8832,0.7959,0.8864,0.8418,0.9141,0.8418,0.9141,0.7857,0.88
197,0.7919,0.8839,0.797,0.887,0.8426,0.9146,0.8426,0.9146,0.7817,0.8775
198,0.7879,0.8814,0.7929,0.8845,0.8434,0.9151,0.8434,0.9151,0.7828,0.8782
199,0.7889,0.882,0.794,0.8852,0.8392,0.9126,0.8392,0.9126,0.7839,0.8789
200,0.79,0.8827,0.79,0.8827,0.84,0.913,0.84,0.913,0.785,0.8796
201,0.791,0.8833,0.791,0.8833,0.8358,0.9106,0.8358,0.9106,0.7861,0.8802
202,0.7921,0.884,0.7921,0.884,0.8317,0.9081,0.8317,0.9081,0.7871,0.8809
203,0.7931,0.8846,0.7931,0.8846,0.8325,0.9086,0.8325,0.9086,0.7882,0.8815
204,0.7941,0.8852,0.7941,0.8852,0.8333,0.9091,0.8333,0.9091,0.7892,0.8822
205,0.7902,0.8828,0.7951,0.8859,0.8341,0.9096,0.8341,0.9096,0.7854,0.8798
206,0.7913,0.8835,0.7913,0.8835,0.835,0.9101,0.835,0.9101,0.7816,0.8774
207,0.7923,0.8841,0.7874,0.8811,0.8357,0.9105,0.8357,0.9105,0.7826,0.878
208,0.7933,0.8847,0.7885,0.8817,0.8365,0.911,0.8365,0.911,0.7788,0.8757
209,0.7895,0.8824,0.7895,0.8824,0.8373,0.9115,0.8373,0.9115,0.7799,0.8763
210,0.7905,0.883,0.7905,0.883,0.8381,0.9119,0.8381,0.9119,0.7762,0.874
211,0.7867,0.8806,0.7867,0.8806,0.8341,0.9096,0.8341,0.9096,0.7725,0.8717
212,0.7877,0.8813,0.7877,0.8813,0.8349,0.91,0.8349,0.91,0.7736,0.8723
213,0.7887,0.8819,0.784,0.8789,0.8357,0.9105,0.8357,0.9105,0.7746,0.873
214,0.7897,0.8825,0.7804,0.8766,0.8364,0.9109,0.8364,0.9109,0.7757,0.8737
215,0.7907,0.8831,0.7767,0.8743,0.8326,0.9086,0.8326,0.9086,0.7767,0.8743
216,0.787,0.8808,0.7731,0.8721,0.8333,0.9091,0.8333,0.9091,0.7778,0.875
217,0.788,0.8814,0.7742,0.8727,0.8341,0.9095,0.8341,0.9095,0.7742,0.8727
218,0.789,0.8821,0.7706,0.8705,0.8349,0.91,0.8349,0.91,0.7706,0.8705
219,0.79,0.8827,0.7717,0.8711,0.8356,0.9104,0.8356,0.9104,0.7717,0.8711
220,0.7909,0.8832,0.7682,0.8689,0.8364,0.9109,0.8364,0.9109,0.7727,0.8718
221,0.7919,0.8838,0.7647,0.8667,0.8371,0.9113,0.8371,0.9113,0.7738,0.8724
222,0.7928,0.8844,0.7658,0.8673,0.8378,0.9118,0.8378,0.9118,0.7703,0.8702
223,0.7892,0.8822,0.7668,0.868,0.8386,0.9122,0.8386,0.9122,0.7713,0.8709
224,0.7902,0.8828,0.7634,0.8658,0.8393,0.9126,0.8393,0.9126,0.7679,0.8687
225,0.7867,0.8806,0.7644,0.8665,0.84,0.913,0.84,0.913,0.7689,0.8693
226,0.7876,0.8812,0.7655,0.8672,0.8363,0.9108,0.8363,0.9108,0.7699,0.87
227,0.7841,0.879,0.7621,0.865,0.837,0.9113,0.837,0.9113,0.7709,0.8706
228,0.7851,0.8796,0.7632,0.8657,0.8333,0.9091,0.8333,0.9091,0.7719,0.8713
229,0.7817,0.8775,0.7642,0.8663,0.8341,0.9095,0.8341,0.9095,0.7729,0.8719
230,0.7783,0.8753,0.7609,0.8642,0.8348,0.91,0.8348,0.91,0.7696,0.8698
231,0.7792,0.8759,0.7619,0.8649,0.8355,0.9104,0.8355,0.9104,0.7706,0.8704
232,0.7759,0.8738,0.7629,0.8655,0.8362,0.9108,0.8362,0.9108,0.7716,0.871
233,0.7768,0.8744,0.7639,0.8662,0.8369,0.9112,0.8369,0.9112,0.7682,0.8689
234,0.7778,0.875,0.765,0.8668,0.8376,0.9116,0.8376,0.9116,0.765,0.8668
235,0.7787,0.8756,0.766,0.8675,0.8383,0.912,0.8383,0.912,0.766,0.8675
236,0.7797,0.8762,0.7669,0.8681,0.839,0.9124,0.839,0.9124,0.7627,0.8654
237,0.7806,0.8768,0.7679,0.8687,0.8397,0.9128,0.8397,0.9128,0.7637,0.866
238,0.7773,0.8747,0.7689,0.8694,0.8403,0.9132,0.8403,0.9132,0.7647,0.8667
239,0.7741,0.8726,0.7699,0.87,0.841,0.9136,0.841,0.9136,0.7657,0.8673
240,0.7708,0.8706,0.7708,0.8706,0.8417,0.914,0.8417,0.914,0.7625,0.8652
241,0.7718,0.8712,0.7676,0.8685,0.8423,0.9144,0.8423,0.9144,0.7593,0.8632
242,0.7727,0.8718,0.7686,0.8692,0.843,0.9148,0.843,0.9148,0.7603,0.8638
243,0.7737,0.8724,0.7654,0.8671,0.8395,0.9128,0.8395,0.9128,0.7613,0.8645
244,0.7746,0.873,0.7623,0.8651,0.8402,0.9131,0.8402,0.9131,0.7582,0.8625
245,0.7714,0.871,0.7592,0.8631,0.8408,0.9135,0.8408,0.9135,0.7551,0.8605
246,0.7683,0.869,0.7561,0.8611,0.8415,0.9139,0.8415,0.9139,0.7561,0.8611
247,0.7692,0.8696,0.7571,0.8618,0.8421,0.9143,0.8421,0.9143,0.7571,0.8618
248,0.7702,0.8702,0.7581,0.8624,0.8427,0.9147,0.8427,0.9147,0.754,0.8598
249,0.7671,0.8682,0.759,0.863,0.8434,0.915,0.8434,0.915,0.755,0.8604
1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2,1.0,1.0,1.0,1.0,0.5,0.6667,0.5,0.6667,1.0,1.0
3,1.0,1.0,1.0,1.0,0.6667,0.8,0.6667,0.8,1.0,1.0
4,1.0,1.0,1.0,1.0,0.75,0.8571,0.75,0.8571,1.0,1.0
5,1.0,1.0,1.0,1.0,0.8,0.8889,0.8,0.8889,1.0,1.0
6,1.0,1.0,1.0,1.0,0.8333,0.9091,0.8333,0.9091,1.0,1.0
7,1.0,1.0,1.0,1.0,0.7143,0.8333,0.7143,0.8333,1.0,1.0
8,1.0,1.0,1.0,1.0,0.625,0.7692,0.625,0.7692,1.0,1.0
9,1.0,1.0,1.0,1.0,0.6667,0.8,0.6667,0.8,1.0,1.0
10,1.0,1.0,1.0,1.0,0.7,0.8235,0.7,0.8235,1.0,1.0
11,1.0,1.0,1.0,1.0,0.7273,0.8421,0.7273,0.8421,0.9091,0.9524
12,1.0,1.0,0.9167,0.9565,0.6667,0.8,0.6667,0.8,0.9167,0.9565
13,1.0,1.0,0.9231,0.96,0.6923,0.8182,0.6923,0.8182,0.9231,0.96
14,1.0,1.0,0.9286,0.963,0.7143,0.8333,0.7143,0.8333,0.9286,0.963
15,0.9333,0.9655,0.9333,0.9655,0.7333,0.8462,0.7333,0.8462,0.9333,0.9655
16,0.9375,0.9677,0.875,0.9333,0.75,0.8571,0.75,0.8571,0.9375,0.9677
17,0.8824,0.9375,0.8824,0.9375,0.7647,0.8667,0.7647,0.8667,0.9412,0.9697
18,0.8889,0.9412,0.8889,0.9412,0.7778,0.875,0.7778,0.875,0.9444,0.9714
19,0.8947,0.9444,0.8947,0.9444,0.7895,0.8824,0.7895,0.8824,0.8947,0.9444
20,0.9,0.9474,0.9,0.9474,0.8,0.8889,0.8,0.8889,0.9,0.9474
21,0.9048,0.95,0.9048,0.95,0.8095,0.8947,0.8095,0.8947,0.9048,0.95
22,0.9091,0.9524,0.9091,0.9524,0.8182,0.9,0.8182,0.9,0.9091,0.9524
23,0.913,0.9545,0.913,0.9545,0.7826,0.878,0.7826,0.878,0.8696,0.9302
24,0.9167,0.9565,0.9167,0.9565,0.7917,0.8837,0.7917,0.8837,0.875,0.9333
25,0.92,0.9583,0.92,0.9583,0.8,0.8889,0.8,0.8889,0.88,0.9362
26,0.9231,0.96,0.8846,0.9388,0.8077,0.8936,0.8077,0.8936,0.8846,0.9388
27,0.9259,0.9615,0.8889,0.9412,0.8148,0.898,0.8148,0.898,0.8889,0.9412
28,0.9286,0.963,0.8929,0.9434,0.8214,0.902,0.8214,0.902,0.8929,0.9434
29,0.931,0.9643,0.8966,0.9455,0.7931,0.8846,0.7931,0.8846,0.8966,0.9455
30,0.9333,0.9655,0.9,0.9474,0.8,0.8889,0.8,0.8889,0.9,0.9474
31,0.9355,0.9667,0.871,0.931,0.8065,0.8929,0.8065,0.8929,0.9032,0.9492
32,0.9375,0.9677,0.8438,0.9153,0.8125,0.8966,0.8125,0.8966,0.875,0.9333
33,0.9394,0.9688,0.8182,0.9,0.8182,0.9,0.8182,0.9,0.8485,0.918
34,0.9412,0.9697,0.8235,0.9032,0.8235,0.9032,0.8235,0.9032,0.8235,0.9032
35,0.9429,0.9706,0.8286,0.9062,0.8286,0.9062,0.8286,0.9062,0.8286,0.9062
36,0.9444,0.9714,0.8333,0.9091,0.8333,0.9091,0.8333,0.9091,0.8333,0.9091
37,0.9459,0.9722,0.8378,0.9118,0.8108,0.8955,0.8108,0.8955,0.8378,0.9118
38,0.9211,0.9589,0.8421,0.9143,0.8158,0.8986,0.8158,0.8986,0.8421,0.9143
39,0.8974,0.9459,0.8462,0.9167,0.8205,0.9014,0.8205,0.9014,0.8462,0.9167
40,0.9,0.9474,0.85,0.9189,0.825,0.9041,0.825,0.9041,0.85,0.9189
41,0.878,0.9351,0.8537,0.9211,0.8293,0.9067,0.8293,0.9067,0.8537,0.9211
42,0.881,0.9367,0.8571,0.9231,0.8333,0.9091,0.8333,0.9091,0.8571,0.9231
43,0.8837,0.9383,0.8605,0.925,0.8372,0.9114,0.8372,0.9114,0.8605,0.925
44,0.8864,0.9398,0.8636,0.9268,0.8409,0.9136,0.8409,0.9136,0.8636,0.9268
45,0.8889,0.9412,0.8667,0.9286,0.8444,0.9157,0.8444,0.9157,0.8667,0.9286
46,0.8696,0.9302,0.8696,0.9302,0.8478,0.9176,0.8478,0.9176,0.8696,0.9302
47,0.8723,0.9318,0.8723,0.9318,0.8511,0.9195,0.8511,0.9195,0.8723,0.9318
48,0.875,0.9333,0.875,0.9333,0.8333,0.9091,0.8333,0.9091,0.875,0.9333
49,0.8776,0.9348,0.8776,0.9348,0.8163,0.8989,0.8163,0.8989,0.8776,0.9348
50,0.88,0.9362,0.88,0.9362,0.82,0.9011,0.82,0.9011,0.88,0.9362
51,0.8824,0.9375,0.8824,0.9375,0.8235,0.9032,0.8235,0.9032,0.8824,0.9375
52,0.8846,0.9388,0.8846,0.9388,0.8077,0.8936,0.8077,0.8936,0.8846,0.9388
53,0.8868,0.94,0.8868,0.94,0.7925,0.8842,0.7925,0.8842,0.8868,0.94
54,0.8889,0.9412,0.8889,0.9412,0.7963,0.8866,0.7963,0.8866,0.8889,0.9412
