Algoritmo,Itera̤̣o,Rate,acc,f1,RN len,tempo de execṳ̣o
<Algoritmos.CCRNE.CCRNE object at 0x0000014489F528D0>,1,0.05,0.74,0.8505747126436781,50,0.01000213623046875
<Algoritmos.CCRNE.CCRNE object at 0x0000014489F500D0>,2,0.05,0.6,0.7499999999999999,50,0.010002374649047852
<Algoritmos.CCRNE.CCRNE object at 0x0000014489F53F10>,3,0.05,0.64,0.7804878048780487,50,0.01000213623046875
<Algoritmos.CCRNE.CCRNE object at 0x0000014489F50310>,4,0.05,0.78,0.8764044943820225,50,0.010001897811889648
<Algoritmos.CCRNE.CCRNE object at 0x0000014489F51810>,5,0.05,0.7,0.8235294117647058,50,0.011002540588378906
<Algoritmos.CCRNE.CCRNE object at 0x000001444C926F10>,6,0.05,0.62,0.7654320987654321,50,0.010002374649047852
<Algoritmos.CCRNE.CCRNE object at 0x000001444C924090>,7,0.05,0.5,0.6666666666666666,50,0.011002302169799805
<Algoritmos.CCRNE.CCRNE object at 0x000001444C9259D0>,8,0.05,0.26,0.41269841269841273,50,0.011002540588378906
<Algoritmos.CCRNE.CCRNE object at 0x000001444C924690>,9,0.05,0.72,0.8372093023255813,50,0.01000213623046875
<Algoritmos.CCRNE.CCRNE object at 0x000001444C924610>,0,0.1,0.32,0.48484848484848486,50,0.012002706527709961
<Algoritmos.CCRNE.CCRNE object at 0x000001444C924410>,1,0.1,0.66,0.7951807228915663,50,0.011002540588378906
<Algoritmos.CCRNE.CCRNE object at 0x000001444C924AD0>,2,0.1,0.36,0.5294117647058824,50,0.012002706527709961
<Algoritmos.CCRNE.CCRNE object at 0x000001444C926010>,3,0.1,0.58,0.7341772151898733,50,0.012002706527709961
<Algoritmos.CCRNE.CCRNE object at 0x000001444C927090>,4,0.1,0.44,0.6111111111111112,50,0.013002157211303711
<Algoritmos.CCRNE.CCRNE object at 0x000001444C925F90>,5,0.1,0.66,0.7951807228915663,50,0.012002706527709961
<Algoritmos.CCRNE.CCRNE object at 0x000001444C9269D0>,6,0.1,0.44,0.6111111111111112,50,0.013003110885620117
<Algoritmos.CCRNE.CCRNE object at 0x000001444C926E50>,7,0.1,0.52,0.6842105263157895,50,0.011002540588378906
<Algoritmos.CCRNE.CCRNE object at 0x000001444C927650>,8,0.1,0.68,0.8095238095238095,50,0.012002944946289062
<Algoritmos.CCRNE.CCRNE object at 0x000001444C924350>,9,0.1,0.78,0.8764044943820225,50,0.01200246810913086
<Algoritmos.CCRNE.CCRNE object at 0x000001444C9275D0>,0,0.15,0.52,0.6842105263157895,50,0.014003753662109375
<Algoritmos.CCRNE.CCRNE object at 0x000001444C927F50>,1,0.15,0.72,0.8372093023255813,50,0.015003442764282227
<Algoritmos.CCRNE.CCRNE object at 0x000001444C925510>,2,0.15,0.74,0.8505747126436781,50,0.014003276824951172
<Algoritmos.CCRNE.CCRNE object at 0x000001444C927150>,3,0.15,0.64,0.7804878048780487,50,0.015003681182861328
<Algoritmos.CCRNE.CCRNE object at 0x000001444C925D10>,4,0.15,0.42,0.5915492957746479,50,0.01400303840637207
<Algoritmos.CCRNE.CCRNE object at 0x000001444C924B50>,5,0.15,0.32,0.48484848484848486,50,0.016003131866455078
<Algoritmos.CCRNE.CCRNE object at 0x000001444C9274D0>,6,0.15,0.64,0.7804878048780487,50,0.01400303840637207
<Algoritmos.CCRNE.CCRNE object at 0x000001444C924290>,7,0.15,0.7,0.8235294117647058,50,0.015003204345703125
<Algoritmos.CCRNE.CCRNE object at 0x000001444C926550>,8,0.15,0.58,0.7341772151898733,50,0.014002561569213867
<Algoritmos.CCRNE.CCRNE object at 0x000001444C924510>,9,0.15,0.52,0.6842105263157895,50,0.018003225326538086
<Algoritmos.CCRNE.CCRNE object at 0x000001444C927990>,0,0.2,0.74,0.8505747126436781,50,0.017003774642944336
<Algoritmos.CCRNE.CCRNE object at 0x000001444C9257D0>,1,0.2,0.68,0.8095238095238095,50,0.01800394058227539
<Algoritmos.CCRNE.CCRNE object at 0x000001444C927D90>,2,0.2,0.68,0.8095238095238095,50,0.01600360870361328
<Algoritmos.CCRNE.CCRNE object at 0x000001444C926710>,3,0.2,0.56,0.717948717948718,50,0.017003774642944336
<Algoritmos.CCRNE.CCRNE object at 0x000001444C924E50>,4,0.2,0.64,0.7804878048780487,50,0.017003297805786133
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BB1550>,5,0.2,0.68,0.8095238095238095,50,0.015002965927124023
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BB03D0>,6,0.2,0.74,0.8505747126436781,50,0.018004179000854492
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BB3AD0>,7,0.2,0.5,0.6666666666666666,50,0.01600337028503418
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BB1890>,8,0.2,0.74,0.8505747126436781,50,0.015003681182861328
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BB2810>,9,0.2,0.72,0.8372093023255813,50,0.017003536224365234
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BB2F50>,0,0.25,0.56,0.717948717948718,50,0.018004179000854492
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BB1750>,1,0.25,0.78,0.8764044943820225,50,0.01800370216369629
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BB2950>,2,0.25,0.64,0.7804878048780487,50,0.01800394058227539
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BB3090>,3,0.25,0.68,0.8095238095238095,50,0.021004676818847656
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BB0550>,4,0.25,0.62,0.7654320987654321,50,0.018004179000854492
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BB1410>,5,0.25,0.52,0.6842105263157895,50,0.021004676818847656
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BB02D0>,6,0.25,0.62,0.7654320987654321,50,0.016003131866455078
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BB1D10>,7,0.25,0.82,0.9010989010989011,50,0.019004106521606445
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BB0A10>,8,0.25,0.66,0.7951807228915663,50,0.019004106521606445
<Algoritmos.CCRNE.CCRNE object at 0x0000014421BB3150>,9,0.25,0.5,0.6666666666666666,50,0.01800394058227539
