Algoritmo,Itera̤̣o,Rate,acc,f1,RN len,tempo de execṳ̣o
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451A45D0>,8,0.1,0.93,0.9637305699481865,200,10.525378704071045
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014445366BD0>,9,0.1,0.925,0.961038961038961,200,10.298327445983887
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014445210310>,0,0.15,0.925,0.961038961038961,200,15.94460415840149
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014445365850>,1,0.15,0.935,0.9664082687338501,200,15.948605298995972
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444539BE10>,2,0.15,0.915,0.9556135770234987,200,15.95760726928711
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451AAA10>,3,0.15,0.93,0.9637305699481865,200,15.816574811935425
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014421BEA450>,4,0.15,0.92,0.9583333333333334,200,15.705549716949463
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444538C8D0>,5,0.15,0.935,0.9664082687338501,200,15.404481649398804
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014445211910>,6,0.15,0.935,0.9664082687338501,200,15.379476070404053
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014445373FD0>,7,0.15,0.935,0.9664082687338501,200,15.544513463973999
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451A7150>,8,0.15,0.905,0.9501312335958005,200,15.881589412689209
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444522D5D0>,9,0.15,0.945,0.9717223650385605,200,15.83557939529419
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444517E590>,0,0.2,0.935,0.9664082687338501,200,20.746689319610596
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014445365A10>,1,0.2,0.94,0.9690721649484536,200,20.904725313186646
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014445373BD0>,2,0.2,0.925,0.961038961038961,200,20.852713584899902
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444538F390>,3,0.2,0.925,0.961038961038961,200,21.06576108932495
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451DCC50>,4,0.2,0.925,0.961038961038961,200,20.735686540603638
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451A4390>,5,0.2,0.94,0.9690721649484536,200,20.54764413833618
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444538CED0>,6,0.2,0.93,0.9637305699481865,200,20.977741718292236
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014445366C50>,7,0.2,0.935,0.9664082687338501,200,20.506634950637817
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444522D0D0>,8,0.2,0.935,0.9664082687338501,200,21.206793546676636
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014445378950>,9,0.2,0.95,0.9743589743589743,200,20.592654943466187
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451A9290>,0,0.25,0.955,0.9769820971867007,200,25.45975399017334
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014445365BD0>,1,0.25,0.935,0.9664082687338501,200,26.04388666152954
<Algoritmos.LP_PUL.LP_PUL object at 0x00000144451DCE90>,2,0.25,0.93,0.9637305699481865,200,26.13890814781189
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014421BE6E10>,3,0.25,0.93,0.9637305699481865,200,25.88585114479065
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014421BEB290>,4,0.25,0.945,0.9717223650385605,200,25.7668240070343
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014421BE6490>,5,0.25,0.94,0.9690721649484536,200,25.903855085372925
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444538C450>,6,0.25,0.945,0.9717223650385605,200,26.194921016693115
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444517CC10>,7,0.25,0.925,0.961038961038961,200,25.881850004196167
<Algoritmos.LP_PUL.LP_PUL object at 0x000001444537A290>,8,0.25,0.93,0.9637305699481865,200,25.81083393096924
<Algoritmos.LP_PUL.LP_PUL object at 0x0000014445365610>,9,0.25,0.95,0.9743589743589743,200,26.714037895202637
